"","Compound","RT","Type","Filename","Status","Area"
"997","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",656748
"998","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"999","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",387646
"1000","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",75532786
"1001","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",404781
"1002","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",3475273
"1003","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",263401
"1004","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",516629
"1005","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",652341
"1006","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",14491644
"1007","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",54570
"1008","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",263370
"1009","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"1010","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",11671
"1011","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",4512125
"1012","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",4475766
"1013","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",12022379
"1014","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",39151126
"1015","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",39133651
"1016","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",7553182
"1017","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1511349
"1018","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",4315649
"1019","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",71802159
"1020","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",23854690
"1021","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",809229
"1022","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",596430
"1023","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",NA
"1024","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",17913786
"1025","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",356954
"1026","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",3365516
"1027","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1262401
"1028","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",4519072
"1029","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",2637525
"1030","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",275824
"1031","P-PC (34:0)","13.71","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",82629536
"1032","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",17139440
"1033","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",60165526
"1034","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",22073214
"1035","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",836428
"1036","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",15160685
"1037","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",94203810
"1038","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",94203810
"1039","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",63504143
"1040","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",32139667
"1041","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",8127751
"1042","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",3757404
"1043","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",15386439
"1044","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",8698741
"1045","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",694097
"1046","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",9154372
"1047","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",37071715
"1048","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",30287191
"1049","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",30356634
"1050","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",325749
"1051","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",984054
"1052","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",2039119
"1053","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1521669
"1054","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",17789985
"1055","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",1354060
"1056","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe2_1_pos","Processed",4799482
"1057","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",152755602
"1058","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",72678
"1059","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1060","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",112039535
"1061","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",50435105
"1062","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",498199636
"1063","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",6628730
"1064","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",87853082
"1065","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",47141573
"1066","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1067","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",341881362
"1068","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",77519855
"1069","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",71627910
"1070","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",9615985
"1071","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",46461602
"1072","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",339874
"1073","dSM (18:1)","11.93","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",181795848
"1074","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",238339129
"1075","LPC (16:0)_1","4.21","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",34479787
"1076","LPC (16:0)_2","3.93","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",224395
"1077","LPC (16:1)_1","2.99","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",604901
"1078","LPC (16:1)_2","3.24","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1079","LPC (18:0)","5.67","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",4490332
"1080","LPC (18:1)_1","4.33","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",9408489
"1081","LPC (18:1)_2","4.59","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1875764
"1082","LPC (18:2)_1","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",9290669
"1083","LPC (18:2)_2","3.64","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1052666
"1084","LPC (18:3)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",2993234
"1085","LPC (18:3)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",410540
"1086","LPC (18:4)","2.22","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",21040
"1087","LPC (20:1)_1","5.7","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1088","LPC (20:1)_2","6","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1089","LPC (20:2)_1","4.67","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",65785
"1090","LPC (20:2)_2","4.95","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1091","LPC (20:3)_1","3.87","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",699425
"1092","LPC (20:3)_2","4.11","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",61386
"1093","LPC (20:4)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",272346
"1094","LPC (20:4)_2","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1292252
"1095","LPC (20:4)_3","3.6","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1096","LPC (20:5)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",665719
"1097","LPC (20:5)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1098","LPC (20:5)_3","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",916723
"1099","LPC (21:5)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1100","LPC (22:4)_1","4.45","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",80602
"1101","LPC (22:4)_4.35","4.35","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",26215
"1102","LPC (22:5)_1","3.64","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",770046
"1103","LPC (22:5)_2","3.85","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",81584
"1104","LPC (22:5)_3","4.04","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1105","LPC (22:6)_1","3.27","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",45536
"1106","LPC (22:6)_2","3.47","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1107","LPE (20:4)_3.44","3.44","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1108","LPE (20:4)_3.51","3.51","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",345843
"1109","LPE (20:4)_3.71","3.71","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",33034
"1110","LPE (20:5)_2.79","2.79","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1111","LPE (20:5)_2.97","2.97","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1112","LPE (20:6)_3.39","3.39","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1113","LPE (20:6)_3.60","3.6","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",343665
"1114","LPS (18:0)","4.76","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",339950
"1115","LPS (22:6)","2.64","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1116","PC (32:0)","12.72,12.72","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",36643273
"1117","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",178502767
"1118","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1800135526
"1119","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1100413798
"1120","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",423693301
"1121","PC (36:0)_nurExactMass","15.07","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",730046
"1122","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",162262616
"1123","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",239216214
"1124","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",249547009
"1125","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1126","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",33525293
"1127","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",165070228
"1128","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",83798276
"1129","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",717251
"1130","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1131","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",10297856
"1132","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",95820161
"1133","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1134","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",4835395
"1135","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",444123
"1136","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",27325
"1137","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",827716
"1138","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",9584297
"1139","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",55885
"1140","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",276818
"1141","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1142","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1143","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",5685378
"1144","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",5518952
"1145","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",15408804
"1146","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",54697326
"1147","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",54697326
"1148","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",10122949
"1149","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",2272516
"1150","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",5010548
"1151","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",101911671
"1152","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",33700219
"1153","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1018585
"1154","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",1022243
"1155","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",NA
"1156","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe2_2_pos","Processed",25034313
